Control vs. Low dose						
WB	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
chrIV:13399067:13400506:memi-2:WBGene00013380	157,8460243	0,600627861	0,181870797	3,302497541	0,000958279	0,020912931
chrV:12125151:12130788:C27A7.6:WBGene00007757	177,7148636	0,500662202	0,151602257	3,302471953	0,000958367	0,020912931
chrX:6587897:6596135:T28B4.1:WBGene00020884	962,7061023	-0,340992947	0,103303409	-3,300887633	0,000963795	0,021004587
chrV:12996786:12997524:far-3:WBGene00001387	1163,583694	0,666515974	0,202003116	3,299533129	0,000968458	0,021058482
chrX:8716531:8717022:F53A9.7:WBGene00018730	299,8301163	1,39193964	0,421869637	3,299454423	0,00096873	0,021058482
chrX:2976447:2981027:aakg-3:WBGene00021527	183,6613232	-0,511124411	0,155018963	-3,297173471	0,000976632	0,021113199
chrX:15577245:15586810:K09A9.6:WBGene00010703	1823,366762	-0,783411335	0,237627814	-3,29679982	0,000977932	0,021113199
chrII:8253739:8255319:F35C11.5:WBGene00009404	196,0976634	0,716223986	0,217255434	3,296690782	0,000978311	0,021113199
chrI:10021701:10022872:F10G8.2:WBGene00008662	18,72105609	-0,788939842	0,239321828	-3,296564493	0,000978751	0,021113199
chrIV:5184122:5185242:W03F8.4:WBGene00020994	3058,688656	0,270100928	0,081942754	3,296214903	0,00097997	0,021113199
chrII:1785262:1786309:C08F1.10:WBGene00015613	4638,014644	0,444292597	0,134798959	3,295964591	0,000980844	0,021113199
chrII:9271264:9273042:C01G6.4:WBGene00007226	1770,113521	0,320644193	0,097283894	3,295963801	0,000980847	0,021113199
chrII:11370286:11372145:C33B4.2:WBGene00007891	233,5359238	0,671752033	0,203815336	3,295885614	0,00098112	0,021113199
chrIII:9950380:9951964:K03H1.11:WBGene00010546	929,8244107	0,353391701	0,107284541	3,293966651	0,000987842	0,02120861
chrIII:7977215:7977812:C06G4.4:WBGene00015558	93,58620656	-0,755233932	0,229281725	-3,293912465	0,000988033	0,02120861
chrII:13819546:13819596:ZK131.12:WBGene00199162	8,122589034	0,911888939	0,277115937	3,290640542	0,000999596	0,021403105
chrII:13819546:13819596:ZK131.13:WBGene00200004	8,122589034	0,911888939	0,277115937	3,290640542	0,000999596	0,021403105
chrX:12989343:12991381:F11C1.7:WBGene00045495	342,0929118	0,255284124	0,077605321	3,289518292	0,00100359	0,021461779
chrIII:12429171:12429630:snr-6:WBGene00004919	6738,793269	0,598294947	0,181898716	3,289165307	0,00100485	0,021461887
chrI:9419966:9420813:C17E4.11:WBGene00044236	361,4979269	0,510557602	0,155260378	3,288395966	0,0010076	0,021493795
chrIII:9913012:9914082:F40F12.9:WBGene00043995	97,56632018	0,761657874	0,231692409	3,287366544	0,001011291	0,021545664
chrIII:2781010:2782817:Y71H2AM.6:WBGene00022171	561,8721369	0,343976984	0,104668706	3,286340271	0,001014983	0,021583247
chrX:9801077:9807662:lgc-47:WBGene00009799	599,4728492	-0,29386633	0,089425035	-3,286175174	0,001015578	0,021583247
chrII:10663532:10665131:D2089.3:WBGene00008434	91,32384262	0,64401989	0,196002521	3,285773502	0,001017028	0,02158723
chrII:10658026:10658626:M28.5:WBGene00010896	20285,1299	0,616229621	0,18758473	3,285073482	0,001019558	0,021602787
chrII:6492784:6499167:twk-49:WBGene00019904	18488,04446	0,416449909	0,126783803	3,284724862	0,00102082	0,021602787
chrI:5105109:5106048:pas-3:WBGene00003924	5094,665734	0,571623913	0,174035552	3,284523804	0,001021549	0,021602787
chrV:3191301:3193233:Y73C8B.3:WBGene00022260	1548,381385	0,456243086	0,138976178	3,282886985	0,001027498	0,0216808
chrIV:1708801:1709745:pbs-1:WBGene00003947	5862,076053	0,460075051	0,14014664	3,282811861	0,001027772	0,0216808
chrII:9968672:9969631:psf-1:WBGene00011275	1153,753722	0,679149858	0,206923297	3,28213337	0,001030249	0,021706273
chrV:10812338:10813487:C29A12.1:WBGene00007797	354,5270293	0,582809097	0,17765357	3,280593219	0,00103589	0,021798291
chrIII:10325527:10330422:nex-2:WBGene00003589	4781,412288	0,485720648	0,148080482	3,280112566	0,001037657	0,021808639
chrI:7401673:7402753:col-7:WBGene00000596	25,96110727	-0,921168395	0,28101755	-3,277974609	0,001045548	0,021909866
chrII:8134739:8136916:ctns-1:WBGene00008052	860,197652	0,264480213	0,080686729	3,277865102	0,001045954	0,021909866
chrI:5967245:5973320:avr-14:WBGene00000232	574,9041265	-0,463841258	0,141511334	-3,277767545	0,001046315	0,021909866
chrV:5111517:5113754:C04F5.8:WBGene00015450	1620,075769	0,390074388	0,119023255	3,277295577	0,001048066	0,021912927
chrV:15189926:15190926:cyn-3:WBGene00000879	11850,02779	0,6659869	0,203260654	3,276516573	0,001050961	0,021912927
chrIII:6730774:6733936:odr-4:WBGene00003851	1870,059265	0,182399981	0,055673407	3,276249666	0,001051955	0,021912927
chrIV:10541429:10545103:T07G12.5:WBGene00011596	86,17922931	-0,57977323	0,176966179	-3,276180973	0,001052211	0,021912927
chrIII:9511469:9513375:F55H2.5:WBGene00010131	1793,509749	0,53287192	0,162662349	3,275938928	0,001053113	0,021912927
chrX:10734325:10744355:egl-36:WBGene00001202	119,4935904	-0,600700553	0,183383904	-3,275644915	0,00105421	0,021912927
chrX:5875897:5881749:F49E10.4:WBGene00018641	390,8541666	-0,441873307	0,134910008	-3,275318958	0,001055427	0,021912927
chrV:19445872:19448901:M04C3.2:WBGene00010851	107,3157494	-0,948332737	0,289594911	-3,274687165	0,00105779	0,021935368
chrIV:7782598:7783851:tag-321:WBGene00044325	972,7690768	0,408786458	0,124884968	3,273303941	0,001062981	0,02201632
chrI:1068483:1076389:gsa-1:WBGene00001745	1985,787091	-0,802931071	0,245408834	-3,271809971	0,001068614	0,022092999
chrIII:3734204:3734851:F34D10.3:WBGene00009373	378,6013521	0,754615291	0,230653704	3,271637435	0,001069266	0,022092999
chrV:5536486:5537715:syp-2:WBGene00006376	254,6879074	0,586227257	0,179322148	3,269129129	0,001078791	0,022241164
chrII:10841368:10843625:M106.8:WBGene00077658	726,2069181	0,477067382	0,145948794	3,268731238	0,001080309	0,022241164
chrIV:10426230:10429110:F13B12.2:WBGene00008730	189,2848348	0,39337047	0,120343748	3,26872378	0,001080337	0,022241164
chrI:14707058:14707875:Y54E5A.5:WBGene00013200	3413,850914	0,647213556	0,198107985	3,266973596	0,001087038	0,022327839
chrIII:11933995:11947017:Y56A3A.7:WBGene00013228	6190,923772	-0,314491887	0,096264897	-3,266942534	0,001087157	0,022327839
chrV:19014572:19020061:Y39B6A.30:WBGene00012689	12,49446793	-1,134175774	0,347247624	-3,266187279	0,001090061	0,022357947
chrV:3987899:3988314:nlp-28:WBGene00003766	32,96884168	1,375512182	0,421253379	3,265284629	0,001093541	0,022357947
chrIII:2329576:2331183:Y54F10BM.13:WBGene00021867	354,9521096	0,424544308	0,13001953	3,265234918	0,001093733	0,022357947
chrII:10394128:10395349:gpd-1:WBGene00001683	3988,392611	0,554026088	0,169675773	3,265204453	0,001093851	0,022357947
chrIII:10640827:10642865:dhs-11:WBGene00000974	308,5996611	0,868465041	0,266032577	3,264506363	0,00109655	0,022386369
chrIV:11937418:11940907:ZK822.5:WBGene00014092	375,9169299	0,399883399	0,12252331	3,263733223	0,001099546	0,022420788
chrX:7439391:7442577:acl-12:WBGene00015295	1205,261909	0,404987647	0,124132779	3,262535891	0,001104202	0,022488912
chrII:3778405:3779563:T24E12.11:WBGene00020778	277,7454673	0,531656737	0,163064373	3,260410148	0,001112512	0,022631221
chrI:1189969:1190830:Y48G8AL.20:WBGene00249808	101,6410953	-1,170509902	0,35913701	-3,2592294	0,001117153	0,022680687
chrIII:11235580:11236868:Y47D3A.14:WBGene00012927	741,5009479	0,468394727	0,143718286	3,259117117	0,001117595	0,022680687
chrX:14854085:14856522:C27C12.4:WBGene00007774	1492,723219	0,468716626	0,143863324	3,258068928	0,001121732	0,022735276
chrX:10521805:10524565:mboa-7:WBGene00008806	1135,611614	0,386171915	0,118538997	3,257762625	0,001122943	0,022735276
chrIV:11820505:11821917:par-5:WBGene00003920	25743,75372	0,421245306	0,129344585	3,256768013	0,001126885	0,022749734
chrI:11292661:11294197:Y53H1B.2:WBGene00013181	413,5420591	0,984787585	0,302399618	3,256576812	0,001127644	0,022749734
chrI:1223947:1226812:Y48G8AL.13:WBGene00021691	4080,757241	0,487169357	0,149609489	3,256273115	0,001128851	0,022749734
chrIV:1740481:1745728:Y41D4A.6:WBGene00021508	1322,963612	0,417040564	0,128074205	3,256241663	0,001128976	0,022749734
chrV:9338857:9344218:tos-1:WBGene00019466	21802,32216	-0,610220242	0,187466086	-3,255096718	0,001133538	0,022814777
chrII:13079092:13080762:F42G4.6:WBGene00009643	14,08523884	1,040417316	0,319701348	3,254341353	0,001136556	0,022842023
chrI:3885543:3885988:abf-2:WBGene00000013	13,0133534	1,471795704	0,452290999	3,254090191	0,001137562	0,022842023
chrIV:12391586:12392120:dpm-3:WBGene00009219	1461,905416	0,742071005	0,228066812	3,253743924	0,001138949	0,02284307
chrI:10633278:10634078:B0511.19:WBGene00255714	514,3441105	0,658414502	0,202411088	3,252857872	0,001142506	0,022866406
chrI:3559862:3562851:Y47G6A.22:WBGene00021647	866,0881358	0,522050299	0,160493164	3,252788386	0,001142786	0,022866406
chrX:6921645:6924764:otpl-3:WBGene00017449	296,906992	-0,381142419	0,117259272	-3,250424559	0,001152328	0,023030413
chrIV:8266643:8268412:K07H8.8:WBGene00019508	136,3288463	-0,434037008	0,133576042	-3,249362697	0,001156639	0,023065476
chrIII:1878364:1880866:smi-1:WBGene00004886	594,0937445	0,330980642	0,101861252	3,249328226	0,001156779	0,023065476
chrV:19916556:19919998:Y60A3A.19:WBGene00013365	2702,612721	0,603995711	0,185914233	3,248786832	0,001158983	0,023082515
chrX:16677337:16678046:F22H10.3:WBGene00017727	724,9891184	0,941450241	0,289828547	3,248300598	0,001160965	0,023095114
chrII:7172203:7174936:glc-4:WBGene00001594	876,3192339	-0,266912328	0,082195856	-3,247272307	0,001165169	0,023151804
chrV:4844684:4846984:abhd-5.2:WBGene00016507	395,8799282	0,27965432	0,086136368	3,246646308	0,001167734	0,023175864
chrIV:4761048:4762856:cyp-31A3:WBGene00021200	168,7510357	0,445205157	0,137187609	3,245228622	0,001173564	0,023264573
chrIII:13626031:13626750:T12D8.5:WBGene00011733	106,1234612	0,8373047	0,258059116	3,244623606	0,00117606	0,02328707
chrI:6915048:6916609:C48B6.3:WBGene00016741	1759,734899	0,299179277	0,092233069	3,243731145	0,00117975	0,023333145
chrII:10098781:10099854:pas-7:WBGene00003928	1923,651265	0,383614173	0,118322028	3,242119646	0,001186442	0,023438395
chrIV:6396581:6402458:sfrp-1:WBGene00022242	1403,807243	0,32453424	0,100143765	3,240683449	0,001192435	0,023529621
chrIII:6440139:6442822:mel-32:WBGene00003214	8898,920217	0,220659812	0,068123496	3,239114629	0,001199014	0,023608745
chrIV:7547117:7547893:cdd-2:WBGene00000392	628,8648939	0,585362687	0,18072521	3,238965323	0,001199642	0,023608745
chrV:1842043:1844807:T10B5.8:WBGene00020394	103,1106619	0,70062826	0,216343896	3,23849331	0,001201628	0,023608745
chrIV:17480297:17483330:4R79.2:WBGene00007067	105,3078409	-0,539923381	0,166724662	-3,238413412	0,001201965	0,023608745
chrII:11050254:11058124:ilkp-1:WBGene00009354	1040,737616	0,238145125	0,073576075	3,236719615	0,001209121	0,023720218
chrII:5421276:5422737:tofu-6:WBGene00017132	1607,217338	0,452347152	0,139775305	3,236245144	0,001211133	0,023720218
chrIV:3382949:3384581:B0546.4:WBGene00015251	1661,577645	0,423375185	0,130829314	3,236088102	0,0012118	0,023720218
chrIV:1420928:1421779:jtr-1:WBGene00002180	802,199394	0,61019075	0,188580527	3,235703917	0,001213432	0,023725018
chrIII:2786853:2788028:Y71H2AM.4:WBGene00022169	4457,277788	0,667433792	0,206440462	3,233057056	0,001224731	0,023907636
chrV:10894799:10895952:F32D8.5:WBGene00009330	793,2190574	0,351076047	0,108596046	3,23286216	0,001225567	0,023907636
chrII:10900039:10902204:gly-1:WBGene00001626	13,18561962	-1,133931908	0,350799653	-3,232420268	0,001227464	0,023917371
chrX:8078047:8080263:C46F2.1:WBGene00016714	104,339752	-0,453058644	0,140216867	-3,231127994	0,001233027	0,023998439
chrX:1038513:1046206:vpat-1:WBGene00018860	958,1294401	0,278195939	0,086107385	3,230802327	0,001234433	0,023998496
chrI:2883545:2893718:arx-1:WBGene00000199	8615,560525	0,310422785	0,096113991	3,229735659	0,001239047	0,024060862
chrX:11298035:11299784:snrp-40.1:WBGene00008586	3865,314188	0,374965	0,11612946	3,228853398	0,001242876	0,024087212
chrV:4785801:4786196:Y60C6A.3:WBGene00271832	45,75342633	1,973249042	0,611187083	3,22855161	0,001244188	0,024087212
chrX:11994765:11995839:C49F5.7:WBGene00008211	15,65083305	1,288604425	0,399140214	3,228450504	0,001244628	0,024087212
chrX:3961848:3966432:C16B8.2:WBGene00015822	352,7642406	-0,458272939	0,142029882	-3,226595233	0,001252725	0,024211122
chrII:4740411:4741616:eas-1:WBGene00018270	1756,026876	0,459638863	0,142465169	3,226324497	0,001253911	0,024211122
chrII:5447680:5448634:cex-1:WBGene00023407	1141,671215	0,481989151	0,149407066	3,226013085	0,001255276	0,024211122
chrII:306382:312725:K01A2.4:WBGene00019279	4672,604184	0,281548501	0,087294576	3,225269109	0,001258543	0,024246796
chrII:1772084:1778539:math-3:WBGene00015608	1012,705641	-0,818919651	0,25395708	-3,224638003	0,00126132	0,02427297
chrII:6559250:6561444:F18C5.10:WBGene00017563	4508,260828	0,263740042	0,081814994	3,223615016	0,001265835	0,024332469
chrI:7826441:7831629:glna-3:WBGene00009271	332,4230255	-0,417243569	0,129492679	-3,22214021	0,001272369	0,024430618
chrIV:9510747:9513002:C33A12.3:WBGene00007882	2106,131734	0,397665977	0,123451619	3,221229342	0,00127642	0,024437488
chrV:4369352:4371383:F32D1.5:WBGene00017984	15225,07328	0,373331938	0,115899658	3,221165133	0,001276706	0,024437488
chrV:13359333:13360024:F32H5.3:WBGene00009349	31,04365725	0,971985175	0,301775991	3,220883051	0,001277963	0,024437488
chrV:11880031:11883219:sulp-5:WBGene00010789	21,21178493	-1,029052383	0,319504481	-3,220776059	0,00127844	0,024437488
chrI:3875970:3876711:T03F1.12:WBGene00020193	377,9856887	0,670744834	0,208277351	3,220440588	0,001279937	0,024438801
chrIII:12218989:12223934:Y75B8A.16:WBGene00013551	467,7906803	0,368542993	0,114467735	3,219623354	0,001283591	0,024462559
chrV:11401145:11402692:nas-19:WBGene00003538	20,29949623	-0,797078658	0,247576642	-3,219522853	0,001284041	0,024462559
chrII:4882061:4883358:gst-7:WBGene00001755	6309,627796	0,67488404	0,209696846	3,218379551	0,001289171	0,024532968
chrIV:8892857:8893854:C27B7.2:WBGene00007760	699,1156002	0,502265522	0,156170945	3,216126541	0,001299335	0,02467225
chrI:2755276:2758204:plk-2:WBGene00004043	442,9766598	0,421328477	0,131005296	3,216117893	0,001299374	0,02467225
chrI:13792639:13794152:ndx-4:WBGene00003581	1315,937762	0,555905691	0,172938808	3,21446468	0,00130688	0,024775712
chrV:1996099:1999581:alh-5:WBGene00000111	285,1442233	0,404907608	0,12597147	3,214280258	0,00130772	0,024775712
chrIV:1490652:1496022:npp-20:WBGene00003806	3912,008051	0,385379812	0,119914057	3,213800126	0,001309908	0,024789723
chrIII:9489175:9491215:dars-1:WBGene00001094	5936,382991	0,308853582	0,096128757	3,212915589	0,001313949	0,024838718
chrII:15230342:15232803:spsb-2:WBGene00021596	657,3738756	0,481785049	0,150002167	3,211853923	0,001318814	0,024888628
chrI:12962041:12964579:C47B2.2:WBGene00008131	1304,552746	0,522729241	0,162757561	3,211704804	0,001319499	0,024888628
chrV:11087947:11097985:Y42A5A.1:WBGene00012776	1153,910077	-0,382841786	0,119243919	-3,210577009	0,001324688	0,024937128
chrIII:6141990:6149590:wht-7:WBGene00021535	3832,37413	-0,506382689	0,157726438	-3,210512432	0,001324985	0,024937128
chrIV:1597310:1601620:ced-2:WBGene00000416	1747,435643	0,356570087	0,111082985	3,209943343	0,001327611	0,024959094
chrV:6532070:6533074:hpo-26:WBGene00018492	169,3659353	1,157665316	0,360744293	3,209102229	0,001331501	0,024999575
chrX:3259101:3259812:lbp-1:WBGene00002253	15534,34576	0,599375714	0,18678854	3,208846287	0,001332687	0,024999575
chrI:3827218:3828142:mpc-2:WBGene00018765	797,5178442	0,47458424	0,147971606	3,207265598	0,001340032	0,025109825
chrV:11789549:11800544:D2023.1:WBGene00014300	312,8591343	0,577464326	0,180076175	3,206778052	0,001342305	0,025124898
chrV:11740064:11754196:T04F3.1:WBGene00011436	1518,361784	-1,380557558	0,43061872	-3,205985927	0,001346006	0,025166629
chrV:7984092:7985954:abhd-12:WBGene00022393	2497,336178	0,358428379	0,111826224	3,205226517	0,001349562	0,02520558
chrIV:13510306:13512162:puf-3:WBGene00004239	584,8444529	0,538124191	0,167929002	3,204474412	0,001353093	0,025243967
chrX:9516363:9517206:C07B5.2:WBGene00007407	114,8665587	-0,78582892	0,245285454	-3,203732258	0,001356586	0,025263076
chrX:8087548:8088574:vem-1:WBGene00006890	3713,988484	0,475928426	0,148573474	3,203320303	0,001358528	0,025263076
chrIII:13002382:13005358:ZK1010.10:WBGene00164985	436,17233	0,560522146	0,174981837	3,203316158	0,001358547	0,025263076
chrIV:7288054:7292127:F42C5.4:WBGene00018346	164,2167087	-0,791131301	0,247299531	-3,199081281	0,001378663	0,025587274
chrI:13806916:13812268:maea-1:WBGene00012366	2760,506055	0,243129198	0,076009494	3,198668805	0,001380637	0,025587274
chrV:8889487:8889799:his-28:WBGene00001902	191,6289996	0,608133691	0,19015023	3,198174881	0,001383004	0,025587274
chrV:8889487:8889799:his-50:WBGene00001924	191,6289996	0,608133691	0,19015023	3,198174881	0,001383004	0,025587274
chrI:10569085:10569217:F25H2.16:WBGene00198190	1844,168953	0,54622485	0,170801658	3,198006722	0,001383811	0,025587274
chrV:8990243:8991664:F59E11.7:WBGene00019113	37,65497301	1,02128375	0,31937391	3,197768257	0,001384955	0,025587274
chrIII:1409242:1414116:Y82E9BR.14:WBGene00022347	3829,251287	0,437377727	0,136794115	3,197343153	0,001386998	0,025597373
chrI:502890:506250:Y65B4BL.4:WBGene00022036	380,0306817	0,464172306	0,145216422	3,196417444	0,001391456	0,025651978
chrI:13797342:13802221:W09G3.7:WBGene00012370	505,1865692	0,338325692	0,105884617	3,195229889	0,001397195	0,025730045
chrV:1977961:1982692:T08B1.4:WBGene00020341	186,8462416	0,637311855	0,199505517	3,194457299	0,00140094	0,025737538
chrV:4042180:4043599:irg-2:WBGene00016783	51,6563768	1,681038287	0,526262808	3,194294295	0,001401731	0,025737538
chrII:6730151:6733795:T14B4.9:WBGene00020503	84,6317597	-0,517392183	0,161977868	-3,194215288	0,001402115	0,025737538
chrV:16370218:16370355:W08G11.6:WBGene00023429	84,69261253	0,961654479	0,30136487	3,19099727	0,001417826	0,025998039
chrV:10293561:10294649:col-150:WBGene00000723	101,165448	0,868707171	0,272309779	3,190143124	0,001422023	0,026034733
chrIII:444400:444910:Y55B1BR.8:WBGene00305066	13,03161906	1,036817096	0,325061248	3,189605351	0,001424672	0,026034733
chrIII:4406285:4407323:rnp-4:WBGene00004387	9938,178407	0,512983862	0,160842239	3,18936036	0,00142588	0,026034733
chrI:5942389:5945651:gpa-14:WBGene00001676	113,0017297	-0,695734905	0,218157839	-3,189135483	0,00142699	0,026034733
chrI:13287550:13289542:M01E5.4:WBGene00010807	1353,891023	0,295603637	0,092696314	3,188947048	0,00142792	0,026034733
chrIII:6873082:6873729:K04C2.3:WBGene00019381	2777,489164	0,421742065	0,132259907	3,188737035	0,001428958	0,026034733
chrV:17090361:17091704:srh-237:WBGene00005444	41,48887359	0,943415844	0,296176347	3,185317978	0,00144595	0,026316296
chrX:17695231:17701744:cgt-2:WBGene00017625	118,2729202	-0,517036162	0,162404355	-3,183634827	0,001454384	0,026441653
chrIV:4655775:4657974:col-111:WBGene00000685	1565,342283	0,562079197	0,176704833	3,180893182	0,001468218	0,026664826
chrIV:13607435:13609892:C08F11.13:WBGene00007460	478,5394803	-0,341296353	0,107326939	-3,179969116	0,001472907	0,026721635
chrII:6197179:6198308:C30B5.2:WBGene00016244	2344,309827	0,468187911	0,147293053	3,17861502	0,001479805	0,02681711
chrV:20208565:20212684:Y113G7B.12:WBGene00013762	38,49799827	-1,197431168	0,37674957	-3,178321261	0,001481305	0,02681711
chrV:14315858:14316625:F47B8.2:WBGene00009803	459,4833749	0,698721348	0,219926556	3,177066747	0,001487728	0,026904915
chrV:13906491:13908135:stdh-1:WBGene00007363	1081,246132	0,419814305	0,132254364	3,174294525	0,001502012	0,027134552
chrV:8535176:8535662:his-5:WBGene00001879	183,2835401	0,666020033	0,209837044	3,173986915	0,001503605	0,027134672
chrII:6741690:6742819:exos-8:WBGene00018305	1311,526291	0,455628507	0,143581017	3,173319952	0,001507063	0,027168431
chrI:6564748:6565868:mei-2:WBGene00003184	613,8896706	0,568256335	0,179221718	3,170689032	0,001520778	0,027374052
chrX:4948048:4955343:tyra-3:WBGene00006475	153,1571899	-0,448524595	0,141469879	-3,170460021	0,001521978	0,027374052
chrIV:12855264:12859922:nstp-5:WBGene00014139	2659,834819	0,307703116	0,097060692	3,170213504	0,00152327	0,027374052
chrI:1698348:1701128:ubc-3:WBGene00006702	10701,35962	0,382230675	0,120627096	3,168696644	0,001531241	0,027488432
chrX:2945802:2946684:Y41G9A.10:WBGene00044901	188,5474857	0,764972066	0,241444049	3,168320228	0,001533225	0,027495199
chrI:1977989:1983413:Y51F10.2:WBGene00021763	2547,134445	0,373480022	0,117892998	3,167957636	0,001535139	0,027500687
chrII:10312292:10312943:ZK970.7:WBGene00014173	594,7933662	1,468315348	0,463575908	3,167367683	0,001538257	0,027527719
chrIII:6675759:6703998:rbf-1:WBGene00004316	458,979004	-0,655747393	0,207093085	-3,166437898	0,001543183	0,027587015
chrI:8989937:8993461:F32H2.8:WBGene00009345	45,30865261	-0,812456674	0,256676861	-3,165289895	0,001549285	0,027588264
chrII:3993194:3993959:Y14H12A.1:WBGene00021190	37,21058465	-0,705434353	0,222865988	-3,165284928	0,001549312	0,027588264
chrV:12973260:12987161:shw-3:WBGene00004793	399,6818006	-0,314703617	0,099425144	-3,165231708	0,001549595	0,027588264
chrI:4409688:4426180:tiam-1:WBGene00015704	863,1199372	-0,518363127	0,163768881	-3,165211391	0,001549703	0,027588264
chrIII:5275224:5277799:toc-1:WBGene00006590	2864,423831	0,369966706	0,116940763	3,163710374	0,001557717	0,027681186
chrX:11080677:11087471:sulp-7:WBGene00012259	277,7099809	-0,517933665	0,163736029	-3,163223571	0,001560325	0,027681186
chrIII:10331475:10332660:T07C4.12:WBGene00044891	833,8415864	0,409702534	0,129522488	3,163176833	0,001560575	0,027681186
chrX:7479247:7481010:mek-1:WBGene00003185	2394,625232	0,534164651	0,16887784	3,163023935	0,001561395	0,027681186
chrX:16212605:16212822:F23A7.4:WBGene00009069	3237,981379	0,942296533	0,29808644	3,161151962	0,001571465	0,027786165
chrX:17256205:17256787:Y40C7B.4:WBGene00021500	23,68203781	0,921051658	0,291389383	3,16089642	0,001572844	0,027786165
chrII:11188205:11189437:F37H8.5:WBGene00009514	1492,198984	0,307012318	0,097136229	3,160636588	0,001574248	0,027786165
chrI:3229430:3233296:txl-1:WBGene00021826	2761,02003	0,41686074	0,131892898	3,160600355	0,001574444	0,027786165
chrIV:4930344:4932280:Y9C9A.8:WBGene00021178	254,181347	-0,592713582	0,187562852	-3,160079812	0,001577259	0,027786165
chrI:12476652:12480005:clec-12:WBGene00012103	314,5192219	-0,454325885	0,143776369	-3,159948247	0,001577972	0,027786165
chrV:20493923:20497352:B0250.5:WBGene00007122	2179,430407	0,447404302	0,141591864	3,159816455	0,001578686	0,027786165
chrIV:192255:194745:Y38C1AA.12:WBGene00021402	603,2934885	0,311462391	0,098590171	3,159162699	0,001582231	0,027819952
chrI:7300060:7300913:dylt-1:WBGene00008764	2187,673189	0,45089046	0,14284161	3,156576445	0,00159633	0,028039035
chrX:658476:661777:rund-1:WBGene00020572	276,8875281	-0,576120018	0,18254058	-3,156120242	0,001598829	0,028054126
chrX:10312755:10316005:F41E7.9:WBGene00009625	170,3917714	-0,627454239	0,198924862	-3,154227341	0,001609237	0,028173488
chrIII:10199893:10201326:T20G5.13:WBGene00011874	22,82089934	-0,577188862	0,183006998	-3,153916896	0,00161095	0,028173488
chrX:4508508:4510960:rhi-1:WBGene00004356	1305,01522	0,241807807	0,076677392	3,153573691	0,001612845	0,028173488
chrX:969073:970270:C44C1.6:WBGene00016645	31,74930456	0,923960165	0,292996852	3,153481538	0,001613354	0,028173488
chrI:12218432:12222298:F14B6.2:WBGene00008783	758,5882921	-0,44058247	0,139730982	-3,153076454	0,001615595	0,028173488
chrII:6852278:6853488:C04A2.15:WBGene00206529	78,14925069	-0,615357276	0,195164055	-3,153025673	0,001615876	0,028173488
chrV:19842631:19845977:Y116F11B.6:WBGene00013822	19,52971625	-0,736787431	0,233693499	-3,152793876	0,00161716	0,028173488
chrX:182690:191193:T08D2.7:WBGene00011612	21,04746515	-0,849383931	0,269485081	-3,151877375	0,001622244	0,028185259
chrII:10310399:10316219:gcy-5:WBGene00001532	622,0377765	1,362870542	0,432405481	3,151834566	0,001622482	0,028185259
chrIII:9681523:9682829:C07A9.5:WBGene00007401	230,8377871	-0,650136942	0,206285227	-3,15164082	0,001623559	0,028185259
chrIII:4987208:4991447:wdr-60:WBGene00016165	384,3038676	-0,82521159	0,2618601	-3,151345276	0,001625202	0,028185259
chrI:5659444:5661272:F55F8.7:WBGene00018895	11,68177057	-1,091439402	0,346375374	-3,151030601	0,001626954	0,028185259
chrX:4274720:4279344:twk-28:WBGene00006680	310,8519436	-0,326905928	0,103750242	-3,150893173	0,00162772	0,028185259
chrV:18322214:18323331:B0462.5:WBGene00194695	6,205647501	1,648053254	0,523323485	3,149205607	0,00163715	0,028304617
chrI:13329174:13331025:T04D3.5:WBGene00011434	5155,819785	0,244266114	0,077567754	3,149067769	0,001637922	0,028304617
chrIII:4168777:4170953:rnf-121:WBGene00007626	2648,736225	0,300749427	0,095523565	3,148431785	0,00164149	0,028313793
chrII:14526212:14528239:F57C2.5:WBGene00010197	3070,056569	0,396786393	0,126037361	3,148164872	0,00164299	0,028313793
chrV:11570475:11572363:nhr-101:WBGene00003691	338,2025098	0,785442626	0,24949825	3,148088721	0,001643418	0,028313793
chrX:8283274:8285219:fis-2:WBGene00001425	1579,232388	0,590757886	0,18768001	3,147686786	0,001645679	0,028324226
chrV:11256520:11258996:lgc-36:WBGene00008551	12,72405064	-1,002351221	0,318499944	-3,147100145	0,001648985	0,028336311
chrII:5040207:5040681:F33G12.7:WBGene00044666	354,3791524	0,758675149	0,241080814	3,146974397	0,001649694	0,028336311
chrI:3028303:3031092:sec-11:WBGene00021844	5271,262027	0,528563297	0,167999273	3,146223713	0,001653934	0,028371365
chrV:9707770:9709946:tag-120:WBGene00006470	850,898297	0,739635313	0,235101444	3,146026241	0,001655052	0,028371365
chrX:12762077:12765914:cept-1:WBGene00009057	471,8241667	0,482115703	0,153287105	3,145181077	0,001659841	0,02839924
chrIII:8887750:8890143:ZK637.2:WBGene00014022	3146,414033	0,461388362	0,146698207	3,145153395	0,001659998	0,02839924
chrIII:4407443:4408437:prdx-3:WBGene00011110	3052,240598	0,582344844	0,185185708	3,144653275	0,001662838	0,028419409
chrII:685233:689014:T02H6.5:WBGene00020175	120,4218681	-0,54388137	0,172983292	-3,144126599	0,001665834	0,028442196
